index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category,TasterName,TastingDate,Country,Price,QuantitySold,ProduceDate,Sequence Tasting
1022,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,red,Alice,6/30/2020,Italy,34.66,28,10/25/2004,182
1023,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,red,Alice,1/4/2021,USA,58.4,40,4/3/2006,183
1026,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,red,Alice,7/8/2020,France,35.85,69,8/30/2013,184
1035,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,red,Alice,8/3/2022,USA,40.83,41,1/21/2000,185
1037,7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5,red,Alice,9/21/2020,USA,56.59,29,11/21/2015,186
1042,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,red,Alice,5/21/2020,France,89.41,77,11/7/2017,187
1044,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,red,Alice,4/27/2022,France,84.57,46,7/14/2001,188
1056,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,red,Alice,4/13/2020,Argentina,55.24,87,6/26/2014,189
1060,11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,red,Alice,6/5/2020,France,41.84,41,4/1/2016,190
1070,9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,red,Alice,10/6/2022,USA,19.27,94,4/30/2006,191
1075,9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,red,Alice,7/27/2022,Spain,58.43,83,4/10/2017,192
1076,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,red,Alice,9/25/2021,France,22.71,42,7/17/2001,193
1079,7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,red,Alice,12/29/2021,Italy,48.83,4,4/29/2017,194
1083,8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,red,Alice,4/30/2020,USA,19.49,43,4/3/2012,195
1087,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,red,Alice,4/1/2022,Italy,77.48,11,4/23/2016,196
1089,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,red,Alice,3/22/2020,USA,35.75,14,5/2/2006,197
1091,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,red,Alice,4/12/2020,Australia,34.12,46,7/9/2003,198
1093,9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,red,Alice,8/11/2022,Spain,21.13,22,10/18/2005,199
1104,8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,red,Alice,5/9/2020,Spain,65.04,3,8/7/2001,200
1109,10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,red,Alice,5/29/2022,France,92.82,72,6/28/2010,201
1113,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,red,Alice,2/21/2021,Italy,61.64,33,8/20/2009,202
1114,5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6,red,Alice,1/11/2021,Spain,71.43,18,3/4/2013,203
1119,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,red,Alice,4/3/2022,Australia,63.75,82,2/27/2018,204
1122,6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,red,Alice,5/20/2020,Argentina,88.65,98,9/25/2002,205
1123,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6,red,Alice,7/7/2022,Spain,93.31,30,3/22/2003,206
1130,9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,red,Alice,9/5/2022,Spain,40.92,24,11/20/2015,207
1131,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,red,Alice,3/19/2020,Italy,38.89,13,1/10/2016,208
1132,7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,red,Alice,5/10/2020,France,49.34,87,3/23/2002,209
1134,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,red,Alice,9/19/2020,Australia,94.36,97,4/18/2007,210
1142,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,red,Alice,4/20/2021,USA,19.7,56,6/11/2012,211
1144,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,red,Alice,10/12/2021,Argentina,53.66,97,11/4/2004,212
1159,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5,red,Alice,11/14/2021,France,10.05,52,5/27/2006,213
1160,10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,red,Alice,5/25/2020,France,65.07,80,12/23/2015,214
1163,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,red,Alice,10/17/2021,Australia,83.71,11,5/27/2000,215
1164,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,red,Alice,7/6/2021,Argentina,85.15,77,11/24/2009,216
1166,9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5,red,Alice,10/3/2021,Spain,76.77,38,8/23/2009,217
1167,8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,red,Alice,11/23/2021,Spain,31.89,6,2/27/2013,218
1174,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,red,Alice,11/27/2021,Italy,91.14,3,8/8/2012,219
1176,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,red,Alice,1/11/2020,Australia,26.81,9,9/16/2015,220
1177,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,red,Alice,4/25/2021,France,44.27,31,12/4/2016,221
1178,5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,red,Alice,8/17/2020,Australia,73.02,33,11/21/2015,222
1183,6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,red,Alice,2/8/2021,USA,30.12,30,6/19/2012,223
1185,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,red,Alice,9/1/2022,France,99.54,56,11/17/2014,224
1191,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,red,Alice,12/17/2021,Spain,39.18,4,1/27/2016,225
1197,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,red,Alice,12/28/2022,Australia,96.91,63,5/13/2002,226
1216,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6,red,Alice,9/7/2021,Argentina,60.17,14,7/30/2014,227
1222,8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6,red,Alice,9/20/2022,USA,70.27,73,5/14/2013,228
1229,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,red,Alice,2/24/2022,Spain,40.65,28,6/13/2005,229
1237,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,red,Alice,10/27/2022,Italy,29.92,57,10/12/2007,230
1246,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5,red,Alice,1/20/2020,Australia,64.78,8,1/21/2013,231
1251,7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,red,Alice,6/3/2020,Spain,85.65,9,5/4/2004,232
1274,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,red,Alice,9/10/2021,Spain,74.91,46,7/16/2003,233
1283,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,red,Alice,7/21/2022,France,50.62,67,1/6/2000,234
1291,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,red,Alice,6/4/2020,Spain,54.87,91,1/29/2005,235
1315,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,red,Alice,12/24/2020,Spain,55.65,48,7/31/2014,236
1317,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,red,Alice,4/25/2022,USA,45.12,67,9/13/2012,237
1332,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,red,Alice,12/23/2021,Australia,86.23,96,11/30/2017,238
1344,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,red,Alice,2/5/2020,Italy,63.83,94,4/5/2008,239
1345,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,red,Alice,5/14/2020,Australia,33.71,97,9/27/2013,240
1352,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,red,Alice,5/3/2020,Argentina,59.08,71,5/14/2007,241
1360,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5,red,Alice,8/23/2022,USA,89.27,15,3/21/2001,242
1361,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5,red,Alice,11/19/2021,France,20.14,70,4/7/2015,243
1378,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6,red,Alice,12/18/2020,Spain,61.83,30,3/13/2009,244
1379,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,red,Alice,9/1/2020,Italy,53.23,94,6/14/2006,245
1381,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,red,Alice,12/1/2021,Argentina,30.06,74,4/20/2008,246
1394,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,5,red,Alice,10/9/2021,Argentina,81.01,18,12/15/2000,247
1411,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6,red,Alice,8/26/2022,Spain,41.43,2,3/26/2009,248
1426,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,red,Alice,7/19/2021,France,61.14,93,10/5/2012,249
1448,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5,red,Alice,11/21/2020,USA,38.37,100,1/20/2007,250
1450,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,red,Alice,1/14/2020,USA,18.54,85,6/28/2007,251
1453,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,red,Alice,11/21/2021,Australia,69.88,77,7/8/2010,252
1457,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,red,Alice,3/18/2021,Italy,63.48,92,3/1/2013,253
1461,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4,red,Alice,2/3/2022,Australia,41.72,2,10/21/2010,254
1464,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,red,Alice,11/19/2020,Italy,19.79,97,7/1/2017,255
1469,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3,red,Alice,8/30/2021,Argentina,77.03,20,4/10/2005,256
1473,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5,red,Alice,10/24/2020,Italy,39.23,60,1/2/2012,257
1492,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5,red,Alice,8/7/2022,Italy,47.21,24,3/3/2005,258
1501,7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,red,Alice,2/11/2020,Italy,65.84,13,7/15/2008,259
1508,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,red,Alice,2/1/2022,France,89.04,90,1/6/2002,260
1509,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,red,Alice,3/10/2022,Italy,33.72,99,10/16/2009,261
1516,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,red,Alice,1/10/2020,France,84.19,24,8/30/2000,262
1521,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,red,Alice,4/30/2021,Spain,27.94,47,10/27/2009,263
1523,6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,red,Alice,1/27/2021,Spain,30.96,90,9/5/2015,264
1531,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,red,Alice,12/9/2022,USA,80.1,44,10/10/2002,265
1534,6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,red,Alice,4/1/2021,Australia,52.27,4,12/14/2004,266
1538,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5,red,Alice,2/4/2020,USA,79.6,51,9/21/2005,267
1539,7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,red,Alice,8/8/2021,Argentina,22.14,19,7/20/2014,268
1545,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,red,Alice,10/24/2021,Italy,23.02,64,2/12/2000,269
1551,7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,red,Alice,3/9/2022,Argentina,88.52,57,9/21/2012,270
1552,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,red,Alice,2/13/2021,Argentina,98.86,18,6/8/2000,271
1555,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,red,Alice,3/26/2020,Argentina,16.79,95,10/27/2008,272
1572,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,red,Alice,3/14/2020,France,10.02,88,11/15/2004,273
1583,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,red,Alice,7/1/2022,France,35.4,18,7/19/2001,274
1590,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,red,Alice,11/2/2021,Australia,73.54,2,3/7/2008,275
1597,5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,red,Alice,6/26/2021,USA,72.49,96,7/28/2010,276
1605,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6,white,Alice,2/17/2021,Italy,58.76,49,10/7/2000,277
1608,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,white,Alice,11/6/2022,Australia,90.09,43,12/13/2003,278
1616,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,white,Alice,3/25/2022,Australia,11.36,42,1/12/2003,279
1617,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,white,Alice,11/4/2021,Spain,85.65,2,4/17/2016,280
1620,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,white,Alice,1/13/2020,Spain,31.94,9,10/11/2015,281
1621,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,white,Alice,6/21/2020,Australia,42.55,8,6/15/2015,282
1628,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,white,Alice,3/7/2020,Spain,71.37,88,4/27/2009,283
1629,8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,white,Alice,12/27/2021,USA,31.78,61,9/21/2018,284
1631,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,white,Alice,4/17/2021,Spain,23.27,91,11/24/2008,285
1644,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,white,Alice,7/11/2021,Argentina,35.46,75,1/4/2015,286
1645,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,white,Alice,9/13/2021,Australia,70.92,50,6/7/2015,287
1646,6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5,white,Alice,7/14/2022,Australia,25.55,61,4/24/2008,288
1648,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5,white,Alice,3/4/2021,Spain,10.57,79,6/1/2006,289
1649,7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6,white,Alice,1/15/2021,Italy,82.03,80,3/31/2016,290
1652,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,white,Alice,9/5/2022,France,19.18,44,6/27/2008,291
1657,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,white,Alice,6/28/2021,Italy,27.76,54,2/21/2015,292
1667,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,white,Alice,10/29/2021,Argentina,35.94,72,1/10/2001,293
1676,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,white,Alice,6/18/2022,USA,99.86,84,10/2/2000,294
1681,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,white,Alice,4/12/2020,Italy,13.24,51,9/7/2003,295
1682,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,white,Alice,9/10/2021,France,61.84,70,3/4/2013,296
1687,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,white,Alice,2/25/2020,Australia,95.29,80,8/27/2017,297
1692,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,white,Alice,5/22/2021,Argentina,92.33,46,6/28/2010,298
1699,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,white,Alice,7/7/2022,Italy,30.25,83,4/4/2003,299
1720,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5,white,Alice,11/19/2022,Spain,88.26,44,4/2/2013,300
1726,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,white,Alice,4/13/2021,France,16.53,19,6/25/2006,301
1731,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,white,Alice,5/31/2020,Australia,80.28,71,2/23/2016,302
1734,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,white,Alice,1/14/2020,USA,51.72,45,7/29/2016,303
1735,8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6,white,Alice,2/4/2021,USA,35.21,1,1/24/2005,304
1736,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,white,Alice,11/20/2020,Australia,73.44,47,3/1/2007,305
1738,8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,white,Alice,8/14/2020,USA,82.06,53,4/26/2007,306
1742,8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,white,Alice,10/2/2020,France,59.11,73,5/25/2014,307
1756,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,white,Alice,7/19/2020,Spain,79.92,37,3/17/2000,308
1769,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,white,Alice,4/21/2020,Italy,94.68,53,3/29/2017,309
1774,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,white,Alice,2/14/2021,USA,81.05,24,12/9/2013,310
1783,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,5,white,Alice,7/9/2021,Spain,78.04,50,6/17/2018,311
1788,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,white,Alice,9/18/2021,Italy,43.49,52,5/17/2000,312
1798,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,white,Alice,2/4/2020,Argentina,78.44,4,12/25/2004,313
1799,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,white,Alice,11/27/2022,Italy,14.35,78,12/4/2004,314
1800,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,white,Alice,3/22/2021,Australia,85.03,82,11/20/2018,315
1813,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,white,Alice,12/28/2021,Australia,82.51,62,3/30/2004,316
1815,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,white,Alice,11/1/2020,Spain,94.51,90,5/19/2002,317
1823,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6,white,Alice,6/24/2020,USA,95.01,80,10/25/2003,318
1824,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,white,Alice,4/6/2022,Spain,47.52,4,12/22/2004,319
1838,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6,white,Alice,11/4/2022,Australia,98.9,81,9/6/2004,320
1851,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,white,Alice,10/12/2021,Spain,99.66,86,1/19/2014,321
1856,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,white,Alice,3/4/2022,Australia,63.03,33,2/19/2004,322
1866,5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,white,Alice,5/16/2021,Spain,95.12,61,4/20/2001,323
1869,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,white,Alice,1/8/2020,USA,30.65,41,3/20/2007,324
1877,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,white,Alice,10/17/2022,France,81.09,19,5/26/2013,325
1879,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,white,Alice,5/1/2020,Argentina,23.87,76,11/10/2000,326
1890,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,white,Alice,11/4/2022,Spain,62.46,18,7/12/2013,327
1892,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,white,Alice,9/23/2022,Argentina,65.32,41,10/14/2014,328
1895,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,white,Alice,8/8/2022,Italy,45.88,76,7/18/2013,329
1901,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,white,Alice,11/11/2020,Australia,52.25,81,8/25/2016,330
1906,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,white,Alice,8/22/2021,Spain,24.9,3,7/29/2011,331
1922,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,white,Alice,8/3/2020,Spain,37.13,21,3/6/2012,332
1935,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,white,Alice,7/16/2020,Italy,19.63,69,1/11/2006,333
1948,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,white,Alice,9/9/2020,Australia,74.61,72,12/31/2009,334
1951,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,white,Alice,10/15/2020,USA,51.7,100,6/16/2018,335
1962,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,white,Alice,10/13/2022,USA,60.34,24,11/12/2014,336
1963,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,white,Alice,7/12/2022,France,36.56,34,2/5/2005,337
1973,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,white,Alice,8/15/2020,Spain,59.41,30,9/21/2004,338
1974,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,white,Alice,5/17/2022,Argentina,61.95,52,3/10/2011,339
1979,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,white,Alice,7/17/2021,USA,50.16,31,6/24/2011,340
1987,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,white,Alice,7/23/2021,Italy,42.65,38,6/12/2005,341
1991,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,white,Alice,4/2/2022,Australia,16.86,68,12/9/2014,342
1995,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,white,Alice,10/25/2021,Italy,95.71,26,4/5/2018,343
1997,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,white,Alice,6/1/2021,France,79.84,95,4/13/2011,344
2004,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,white,Alice,12/21/2021,Australia,22.63,55,7/23/2009,345
2013,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,white,Alice,9/6/2020,USA,32.55,3,9/9/2010,346
2017,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,white,Alice,11/18/2022,USA,98.53,34,5/13/2018,347
2026,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,white,Alice,10/16/2022,USA,81.96,92,8/18/2009,348
2043,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,white,Alice,10/8/2020,Australia,40.62,26,2/28/2014,349
2070,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,white,Alice,12/22/2021,Argentina,16.49,34,9/8/2002,350
2071,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,white,Alice,5/6/2022,France,27.81,55,6/10/2008,351
2072,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,white,Alice,1/18/2022,Spain,81.46,32,12/29/2009,352
2078,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,white,Alice,6/30/2022,Australia,10.02,29,10/25/2012,353
2092,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,white,Alice,3/17/2020,Italy,72.43,32,10/10/2013,354
2095,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,white,Alice,11/1/2021,Spain,45.59,11,1/22/2007,355
2109,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,white,Alice,4/27/2020,Italy,91.51,98,6/11/2003,356
2116,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,white,Alice,6/6/2021,Argentina,59.37,31,1/25/2015,357
2125,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,white,Alice,3/27/2020,Spain,42.65,82,4/4/2005,358
2127,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,white,Alice,9/9/2021,Italy,93.7,93,7/6/2013,359
2136,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,white,Alice,4/22/2022,Argentina,21.33,87,3/28/2009,360
2140,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5,white,Alice,6/8/2022,Italy,95.18,63,10/4/2005,361
